id,danji_name,sido,sigungu,dong,address2,new_address,house_count,dong_count,build_ym
3,강변,서울특별시,서초구,잠원동,53-15,서울 서초구 잠원로 166-17,360세대,4개동,1987년 07월
4,강변우성,서울특별시,광진구,구의동,546-7,서울 광진구 구의강변로 42,354세대,3개동,1992년 12월
5,강변현대,서울특별시,성동구,성수동2가,400,서울 성동구 둘레11길 1,123세대,2개동,1994년 03월
26,개나리4차,서울특별시,강남구,역삼동,712,서울 강남구 언주로 406,264세대,3개동,1979년 02월
30,개포럭키,서울특별시,강남구,도곡동,462,서울 강남구 남부순환로 2740,128세대,2개동,1986년 10월
31,개포우성1차,서울특별시,강남구,대치동,503,서울 강남구 선릉로 120,690세대,9개동,1983년 12월
32,개포우성4차,서울특별시,강남구,도곡동,465,서울 강남구 언주로 117,459세대,8개동,1985년 12월
33,개포우성5차,서울특별시,강남구,도곡동,463-1,서울 강남구 언주로29길 34,181세대,4개동,1986년 10월
34,개포한신,서울특별시,강남구,도곡동,464,서울 강남구 언주로 123,620세대,8개동,1985년 12월
35,방화개화,서울특별시,강서구,방화동,819,서울 강서구 금낭화로 167,462세대,7개동,1994년 03월
40,건영,서울특별시,강남구,청담동,108,서울 강남구 도산대로89길 49,240세대,2개동,1994년 09월
42,송정건영,서울특별시,성동구,송정동,90,서울 성동구 동일로 263,447세대,3개동,2000년 05월
43,건영,서울특별시,송파구,문정동,72-3,서울 송파구 새말로8길 12,545세대,5개동,1993년 01월
44,건영,서울특별시,영등포구,신길동,364,서울 영등포구 도림로 313,386세대,4개동,1985년 12월
47,건영1차,서울특별시,관악구,신림동,746-43,서울 관악구 문성로 74,492세대,3개동,1984년 10월
48,건영1차,서울특별시,금천구,시흥동,992-2,서울 금천구 시흥대로59길 35,260세대,3개동,1982년 12월
51,건영2차,서울특별시,관악구,신림동,721-2,서울 관악구 난곡로35길 28-5,338세대,4개동,1988년 01월
52,건영2차,서울특별시,금천구,시흥동,384-12,서울 금천구 독산로10길 96,619세대,3개동,1989년 10월
53,건영2차,서울특별시,노원구,중계동,515-2,서울 노원구 덕릉로 517,742세대,6개동,1991년 01월
54,건영3차,서울특별시,관악구,신림동,1703-1,서울 관악구 신림로3길 40,783세대,7개동,1996년 06월
55,건영3차,서울특별시,노원구,중계동,360-15,서울 노원구 노원로22길 71,948세대,12개동,1995년 12월
56,건영4차,서울특별시,관악구,신림동,1702-1,서울 관악구 신림로48길 17-20,236세대,3개동,1997년 05월
62,방화경남,서울특별시,강서구,방화동,207-5,서울 강서구 양천로30길 108,140세대,1개동,1991년 05월
63,경남1차,서울특별시,구로구,고척동,325,서울 구로구 경인로47길 150,163세대,1개동,1998년 01월
64,반포경남,서울특별시,서초구,반포동,1-8,서울 서초구 신반포로 137,"1,056세대",10개동,1978년 11월
65,방배경남,서울특별시,서초구,방배동,1028-1,서울 서초구 방배로 21,450세대,7개동,1980년 05월
73,경동미주,서울특별시,동대문구,제기동,892-68,서울 동대문구 정릉천동로 80,228세대,3개동,1977년 06월
79,고덕삼환,서울특별시,강동구,명일동,41,서울 강동구 고덕로62길 126,120세대,1개동,1987년 06월
80,고덕현대,서울특별시,강동구,명일동,56,서울 강동구 동남로71길 37,524세대,7개동,1986년 02월
81,공덕현대,서울특별시,마포구,공덕동,370-9,서울 마포구 마포대로11길 73,183세대,2개동,1989년 08월
86,현대,서울특별시,관악구,봉천동,1000,서울 관악구 관악로 304,"2,134세대",26개동,1992년 04월
87,광나루현대,서울특별시,광진구,광장동,567,서울 광진구 아차산로76길 27,380세대,3개동,1996년 04월
90,광장,서울특별시,영등포구,여의도동,28,서울 영등포구 여의나루로 7,744세대,10개동,1978년 05월
91,청구,서울특별시,광진구,광장동,566,서울 광진구 아차산로 499,654세대,4개동,1996년 07월
92,"현대1,2차",서울특별시,강남구,압구정동,369-1,서울 강남구 압구정로29길 71,960세대,13개동,1976년 06월
100,신반포궁전,서울특별시,서초구,반포동,65-1,서울 서초구 사평대로 142,108세대,2개동,1984년 02월
113,잠원한신그린,서울특별시,서초구,잠원동,65-8,서울 서초구 신반포로33길 71,150세대,1개동,1993년 01월
116,극동,서울특별시,강북구,수유동,553-61,서울 강북구 인수봉로 260,574세대,7개동,1992년 03월
118,극동,서울특별시,도봉구,도봉동,81-1,서울 도봉구 도봉로180길 53,205세대,2개동,1991년 12월
119,극동,서울특별시,도봉구,방학동,730,서울 도봉구 시루봉로11길 25-5,167세대,2개동,1993년 09월
120,쌍문극동,서울특별시,도봉구,쌍문동,721,서울 도봉구 노해로45길 26,315세대,4개동,1996년 08월
121,신답극동,서울특별시,동대문구,답십리동,464-1,서울 동대문구 서울시립대로 5,225세대,2개동,1987년 08월
122,극동,서울특별시,동작구,사당동,105,서울 동작구 동작대로29길 110,"1,550세대",12개동,1993년 12월
124,옥수극동,서울특별시,성동구,옥수동,428,서울 성동구 독서당로 187,900세대,8개동,1986년 12월
125,극동,서울특별시,송파구,가락동,192,서울 송파구 동남로 208,555세대,7개동,1984년 12월
127,극동1차,서울특별시,광진구,광장동,218-1,서울 광진구 아차산로 552,448세대,5개동,1985년 09월
128,광장극동2차,서울특별시,광진구,광장동,218-1,서울 광진구 아차산로 552,896세대,11개동,1989년 03월
129,극동강변,서울특별시,동작구,본동,148-2,서울 동작구 매봉로 156,123세대,1개동,1992년 03월
130,극동늘푸른,서울특별시,양천구,목동,752-1,서울 양천구 목동중앙본로 10,206세대,2개동,1998년 10월
135,금천현대,서울특별시,금천구,독산동,711-2,서울 금천구 벚꽃로 73,996세대,10개동,2002년 09월
136,금호타운,서울특별시,강서구,염창동,240-32,서울 강서구 양천로 595,290세대,4개동,1999년 04월
137,신림금호타운2차,서울특별시,관악구,신림동,1706,서울 관악구 신림로3가길 7,126세대,1개동,1998년 06월
138,중계금호타운,서울특별시,노원구,중계동,583,서울 노원구 중계로 140,424세대,3개동,1997년 01월
139,가락금호,서울특별시,송파구,가락동,95-1,서울 송파구 송파대로32길 15,915세대,8개동,1997년 08월
142,금호1차,서울특별시,도봉구,쌍문동,199-1,서울 도봉구 해등로 206,690세대,7개동,1990년 09월
143,금호2차,서울특별시,도봉구,쌍문동,산69-1,서울 도봉구 해등로 241-14,386세대,5개동,1991년 12월
144,금호,서울특별시,강북구,번동,656,서울 강북구 오현로31길 85-7,284세대,3개동,1998년 06월
146,강변금호타운,서울특별시,성동구,성수동2가,830,서울 성동구 둘레19길 7,108세대,2개동,1994년 02월
147,금호,서울특별시,양천구,목동,768-5,서울 양천구 목동중앙남로3길 11,103세대,1개동,1995년 11월
151,길훈,서울특별시,강서구,방화동,201-1,서울 강서구 양천로30길 98,112세대,1개동,1989년 12월
152,길훈,서울특별시,구로구,개봉동,312-38,서울 구로구 개봉로3가길 88-41,205세대,3개동,1988년 12월
153,길훈,서울특별시,구로구,오류동,150-42,서울 구로구 오류로8라길 20-8,198세대,4개동,1987년 07월
154,길훈,서울특별시,양천구,신월동,341-1,서울 양천구 지양로 101,290세대,5개동,1987년 11월
158,까치마을,서울특별시,강남구,수서동,746,서울 강남구 광평로19길 10,"1,403세대",7개동,1993년 09월
166,남산대림,서울특별시,용산구,이태원동,729,서울 용산구 녹사평대로 254,400세대,16개동,1994년 12월
168,녹원한신,서울특별시,서초구,잠원동,60-7,서울 서초구 잠원로4길 34-11,240세대,2개동,1995년 09월
171,뉴서울,서울특별시,관악구,신림동,739,서울 관악구 미성10길 64,120세대,2개동,1984년 07월
176,벽산늘푸른,서울특별시,강서구,염창동,290,서울 강서구 양천로63길 52,206세대,2개동,1998년 11월
184,대광,서울특별시,성북구,안암동3가,136-1,서울 성북구 안암로9나길 14,357세대,7개동,1971년 12월
185,대교,서울특별시,영등포구,여의도동,41,서울 영등포구 국제금융로7길 20,576세대,4개동,1975년 09월
187,대동,서울특별시,노원구,월계동,925,서울 노원구 광운로 46,258세대,3개동,1997년 09월
191,대림,서울특별시,서대문구,연희동,700,서울 서대문구 연희로 204,220세대,3개동,1993년 09월
192,대림,서울특별시,서초구,우면동,57,서울 서초구 바우뫼로7길 51,412세대,6개동,1995년 03월
193,가락대림,서울특별시,송파구,가락동,70-19,서울 송파구 송이로 88,443세대,4개동,1988년 11월
194,대림,서울특별시,송파구,방이동,217,서울 송파구 양재대로 1109,480세대,6개동,1985년 02월
195,대림,서울특별시,송파구,오금동,2,서울 송파구 위례성대로 158,749세대,7개동,1988년 12월
196,대림,서울특별시,용산구,이촌동,395,서울 용산구 이촌로2가길 122,638세대,4개동,1994년 11월
197,대림,서울특별시,은평구,녹번동,276,서울 은평구 통일로 590,370세대,3개동,1993년 09월
200,대림,서울특별시,강남구,도곡동,960,서울 강남구 남부순환로365길 16,197세대,2개동,1992년 11월
201,등촌대림,서울특별시,강서구,등촌동,694,서울 강서구 공항대로39길 100,680세대,8개동,1995년 07월
202,화곡대림,서울특별시,강서구,화곡동,361-1,서울 강서구 월정로 160,416세대,5개동,1992년 08월
203,진로대림,서울특별시,노원구,중계동,78,서울 노원구 중계로14가길 5,192세대,1개동,1992년 06월
204,대방대림,서울특별시,동작구,대방동,501,서울 동작구 여의대방로 250,"1,628세대",14개동,1993년 11월
205,대림,서울특별시,동작구,사당동,169-8,서울 동작구 사당로17길 52,"1,152세대",12개동,1990년 08월
206,대림경동,서울특별시,강서구,가양동,1474,서울 강서구 허준로 121,540세대,6개동,1993년 09월
208,대림,서울특별시,양천구,신정동,333,서울 양천구 신목로5길 9,210세대,2개동,1992년 11월
211,대림1차,서울특별시,성동구,응봉동,100,서울 성동구 독서당로 398,855세대,10개동,1986년 10월
214,대림2차,서울특별시,성동구,응봉동,97,서울 성동구 독서당로 419,410세대,3개동,1989년 09월
215,대림2차,서울특별시,양천구,목동,405,서울 양천구 목동동로12길 23,262세대,2개동,1994년 06월
219,대림역삼,서울특별시,강남구,역삼동,761-10,서울 강남구 언주로 316,129세대,1개동,1997년 10월
223,동신대아,서울특별시,강서구,가양동,1459,서울 강서구 강서로 532,660세대,10개동,1993년 06월
224,경남아너스빌,서울특별시,동작구,사당동,1134,서울 동작구 사당로9가길 82,340세대,3개동,1997년 02월
225,대아,서울특별시,동작구,사당동,1135,서울 동작구 사당로 165,120세대,1개동,1998년 05월
230,고척대우,서울특별시,구로구,고척동,296,서울 구로구 고척로52길 48,987세대,13개동,1999년 02월
231,창동대우,서울특별시,도봉구,창동,804,서울 도봉구 덕릉로59아길 17,952세대,7개동,1995년 11월
234,성수대우1차,서울특별시,성동구,성수동2가,279-50,서울 성동구 동일로 143,108세대,1개동,1999년 04월
240,대우효령,서울특별시,서초구,방배동,1038,서울 서초구 효령로 84,364세대,6개동,1992년 11월
241,대웅,서울특별시,도봉구,쌍문동,13-2,서울 도봉구 도당로 18,160세대,4개동,1989년 08월
244,대원그린,서울특별시,도봉구,방학동,444-31,서울 도봉구 방학로 212-11,220세대,2개동,1987년 06월
248,대청,서울특별시,강남구,개포동,12,서울 강남구 개포로109길 21,822세대,6개동,1992년 10월
249,대치2단지,서울특별시,강남구,개포동,12,서울 강남구 개포로109길 21,"1,753세대",11개동,1992년 10월
258,도시개발2단지,서울특별시,강서구,방화동,839,서울 강서구 방화대로48길 40,"2,547세대",18개동,1993년 10월
259,가양성지2단지,서울특별시,강서구,가양동,1461,서울 강서구 허준로 47,"1,624세대",10개동,1992년 11월
260,방화5단지,서울특별시,강서구,방화동,814,서울 강서구 금낭화로 287-19,"1,372세대",6개동,1994년 08월
261,가양6단지,서울특별시,강서구,가양동,1485,서울 강서구 허준로 175,"1,476세대",15개동,1992년 11월
262,가양9단지,서울특별시,강서구,가양동,1490,서울 강서구 허준로 234,"1,005세대",6개동,1993년 02월
263,독립문삼호,서울특별시,서대문구,영천동,100,서울 서대문구 독립문로 10,895세대,8개동,1995년 06월
273,동보,서울특별시,영등포구,양평동5가,9-1,서울 영등포구 영등포로 88-1,184세대,2개동,1998년 10월
276,동부센트레빌,서울특별시,강남구,역삼동,716,서울 강남구 선릉로 423,206세대,1개동,1998년 04월
277,동부,서울특별시,노원구,공릉동,705,서울 노원구 공릉로 204,295세대,4개동,1996년 04월
279,동부1차,서울특별시,구로구,오류동,336,서울 구로구 경인로 248-14,252세대,3개동,1998년 07월
280,청담래미안로이뷰,서울특별시,강남구,청담동,134,서울 강남구 영동대로142길 16,177세대,1개동,2014년 01월
282,등촌동성,서울특별시,강서구,등촌동,691-1,서울 강서구 강서로68길 108,457세대,6개동,1995년 11월
283,동성,서울특별시,강서구,방화동,817,서울 강서구 금낭화로23길 8,686세대,9개동,1993년 12월
286,동신,서울특별시,성북구,하월곡동,219,서울 성북구 오패산로3길 17,746세대,5개동,1998년 07월
287,동신,서울특별시,노원구,월계동,436,서울 노원구 광운로2나길 30,864세대,7개동,1983년 07월
288,도곡쌍용예가,서울특별시,강남구,도곡동,933,서울 강남구 남부순환로363길 30,384세대,5개동,2015년 11월
291,동아,서울특별시,강동구,둔촌동,621,서울 강동구 동남로49길 60-5,170세대,2개동,1997년 12월
293,상일동아,서울특별시,강동구,상일동,473,서울 강동구 상암로 405,186세대,1개동,1997년 06월
300,거여2단지효성동아,서울특별시,송파구,거여동,291,서울 송파구 양산로8길 18,478세대,11개동,1997년 12월
301,포스코더샵,서울특별시,강남구,대치동,902,서울 강남구 삼성로 417,276세대,4개동,2004년 09월
302,동아1차,서울특별시,강서구,염창동,292,서울 강서구 양천로69길 58,778세대,5개동,1998년 06월
304,염창동아3차,서울특별시,강서구,염창동,258-1,서울 강서구 양천로 731,570세대,8개동,1999년 01월
305,그린,서울특별시,용산구,이촌동,411,서울 용산구 이촌로 100-8,499세대,6개동,1999년 05월
307,동아,서울특별시,성동구,성수동1가,656-320,서울 성동구 왕십리로 80,390세대,3개동,1983년 09월
310,동고,서울특별시,서초구,우면동,59,서울 서초구 바우뫼로7길 27,330세대,5개동,1995년 03월
313,동익,서울특별시,강남구,수서동,738,서울 강남구 광평로39길 3,330세대,4개동,1993년 11월
314,동익미라벨,서울특별시,도봉구,쌍문동,285-5,서울 도봉구 우이천로32길 65,495세대,4개동,1987년 05월
315,동인,서울특별시,구로구,개봉동,335-1,서울 구로구 서해안로34가길 22,104세대,1개동,1989년 10월
316,동진,서울특별시,노원구,중계동,103,서울 노원구 중계로16나길 11,210세대,2개동,1988년 09월
318,동현,서울특별시,강남구,논현동,105,서울 강남구 언주로146길 18,548세대,6개동,1986년 10월
323,두산,서울특별시,구로구,개봉동,472,서울 구로구 남부순환로95길 88,561세대,2개동,1997년 09월
324,두산위브,서울특별시,금천구,가산동,769,서울 금천구 가산로 99,"1,495세대",18개동,1998년 03월
325,두산,서울특별시,서대문구,홍은동,456,서울 서대문구 모래내로 309,294세대,3개동,1997년 10월
326,두산,서울특별시,성북구,석관동,10,서울 성북구 화랑로48길 16,"1,998세대",25개동,1998년 04월
332,신성,서울특별시,은평구,신사동,155-1,서울 은평구 증산로15길 67-7,238세대,2개동,1988년 06월
334,라인,서울특별시,강동구,길동,365-1,서울 강동구 천중로50길 48-12,128세대,1개동,1998년 09월
335,라인,서울특별시,강서구,등촌동,628-15,서울 강서구 화곡로68길 33,317세대,3개동,1997년 10월
336,럭키,서울특별시,금천구,시흥동,1002-1,서울 금천구 시흥대로47길 43,986세대,9개동,1982년 02월
337,럭키,서울특별시,도봉구,도봉동,595,서울 도봉구 도봉로 851,630세대,5개동,1992년 09월
338,대현럭키,서울특별시,서대문구,대현동,144,서울 서대문구 이화여대길 50-12,855세대,10개동,1999년 02월
341,롯데우성,서울특별시,노원구,중계동,361-1,서울 노원구 노원로22길 34,568세대,8개동,1993년 07월
345,마포현대,서울특별시,마포구,공덕동,188-108,서울 마포구 마포대로11길 84,480세대,5개동,1988년 05월
346,매봉삼성,서울특별시,강남구,도곡동,966,서울 강남구 언주로 203,132세대,1개동,1999년 01월
353,명일삼환,서울특별시,강동구,명일동,47,서울 강동구 고덕로62길 27,306세대,2개동,1992년 06월
355,목동신시가지10단지,서울특별시,양천구,신정동,311,서울 양천구 목동서로 400,"2,161세대",34개동,1987년 07월
356,목동신시가지12단지,서울특별시,양천구,신정동,326,서울 양천구 목동동로 50,"1,860세대",26개동,1988년 10월
357,목동신시가지13단지,서울특별시,양천구,신정동,327,서울 양천구 목동동로 100,2280세대,33개동,1987년 07월
358,목동신시가지14단지,서울특별시,양천구,신정동,329,서울 양천구 목동동로 130,"3,100세대",34개동,1987년 07월
359,목동신시가지2단지,서울특별시,양천구,목동,902,서울 양천구 목동서로 70,"1,640세대",37개동,1986년 09월
360,목동신시가지3단지,서울특별시,양천구,목동,903,서울 양천구 목동서로 100,"1,588세대",30개동,1986년 09월
361,목동신시가지4단지,서울특별시,양천구,목동,904,서울 양천구 목동서로 130,"1,382세대",16개동,1986년 09월
362,목동신시가지5단지,서울특별시,양천구,목동,912,서울 양천구 목동동로 350,"1,848세대",36개동,1986년 09월
363,목동신시가지6단지,서울특별시,양천구,목동,911,서울 양천구 목동동로 430,"1,368세대",15개동,1986년 11월
364,목동신시가지8단지,서울특별시,양천구,신정동,314,서울 양천구 목동서로 280,"1,352세대",12개동,1987년 09월
365,목동신시가지9단지,서울특별시,양천구,신정동,312,서울 양천구 목동서로 340,"2,030세대",32개동,1987년 07월
370,목련타운,서울특별시,강남구,일원동,716,서울 강남구 광평로19길 15,650세대,8개동,1993년 09월
371,목화,서울특별시,영등포구,여의도동,30,서울 영등포구 여의나루로 126,312세대,2개동,1977년 10월
382,무지개,서울특별시,금천구,시흥동,109-1,서울 금천구 시흥대로73길 11,639세대,5개동,1980년 12월
394,무학현대,서울특별시,성동구,하왕십리동,992,서울 성동구 무학봉길 49,277세대,3개동,1996년 03월
410,반포미도1차,서울특별시,서초구,반포동,60-4,서울 서초구 서초중앙로29길 28,"1,260세대",8개동,1987년 06월
413,반포미도2차,서울특별시,서초구,반포동,60-5,서울 서초구 사평대로 240,435세대,3개동,1989년 05월
416,미륭미성삼호3차,서울특별시,노원구,월계동,13,서울 노원구 마들로 111,"3,930세대",32개동,1986년 06월
420,미성,서울특별시,관악구,신림동,1656,서울 관악구 조원로2길 13,280세대,2개동,1982년 10월
421,미성,서울특별시,구로구,신도림동,290,서울 구로구 신도림로11가길 36,837세대,6개동,1989년 07월
422,미성,서울특별시,노원구,하계동,280,서울 노원구 공릉로59길 28,685세대,6개동,1989년 06월
423,미성맨션,서울특별시,서대문구,홍은동,186-1,서울 서대문구 연희로41길 102,300세대,4개동,1985년 03월
424,미성,서울특별시,송파구,신천동,17-6,서울 송파구 오금로 45,"1,230세대",9개동,1980년 12월
425,미성맨션,서울특별시,송파구,풍납동,219,서울 송파구 풍성로 14,275세대,4개동,1985년 06월
426,미성,서울특별시,영등포구,여의도동,37-1,서울 영등포구 의사당대로 110,577세대,5개동,1978년 05월
427,라이프미성,서울특별시,은평구,불광동,248,서울 은평구 통일로 780,"1,342세대",10개동,1988년 10월
428,미성맨션,서울특별시,송파구,송파동,161,서울 송파구 오금로24길 13,378세대,5개동,1985년 01월
431,미주,서울특별시,동대문구,청량리동,235-1,서울 동대문구 약령시로 147,"1,089세대",8개동,1978년 09월
432,미주진로,서울특별시,강서구,등촌동,701,서울 강서구 공항대로 351-21,488세대,8개동,1994년 10월
438,반도,서울특별시,용산구,이촌동,301-170,서울 용산구 이촌로 324-10,192세대,2개동,1977년 01월
440,밤섬현대,서울특별시,마포구,현석동,220,서울 마포구 신수로3길 19,219세대,2개동,1999년 07월
441,배재현대,서울특별시,강동구,고덕동,312,서울 강동구 고덕로61길 35,448세대,4개동,1995년 11월
460,수유벽산1차,서울특별시,강북구,수유동,205,서울 강북구 삼각산로 143-1,"1,454세대",13개동,1993년 11월
462,벽산1차,서울특별시,도봉구,방학동,275,서울 도봉구 방학로11길 30,489세대,4개동,1991년 09월
463,양평벽산블루밍,서울특별시,영등포구,양평동2가,23,서울 영등포구 선유서로21길 15,417세대,3개동,1990년 11월
478,부영,서울특별시,강서구,등촌동,691-3,서울 강서구 강서로56나길 110,712세대,7개동,1994년 12월
483,산장,서울특별시,성북구,정릉동,780,서울 성북구 보국문로 167,264세대,2개동,1977년 12월
484,산호,서울특별시,용산구,원효로4가,118-16,서울 용산구 원효로 64,554세대,6개동,1977년 04월
489,삼두,서울특별시,영등포구,신길동,2-3,서울 영등포구 여의대방로61길 19,160세대,1개동,1987년 12월
494,행당삼부,서울특별시,성동구,행당동,147,서울 성동구 왕십리로 278-17,498세대,7개동,1998년 07월
495,돈암삼부,서울특별시,성북구,길음동,1276,서울 성북구 동소문로 248,684세대,6개동,1998년 02월
496,삼부,서울특별시,영등포구,여의도동,30-2,서울 영등포구 국제금융로7길 15,873세대,10개동,1975년 12월
503,청담삼성1차,서울특별시,강남구,청담동,33,서울 강남구 삼성로133길 20,158세대,1개동,1997년 12월
504,삼성,서울특별시,광진구,자양동,787,서울 광진구 뚝섬로36가길 15,375세대,4개동,1999년 04월
505,삼성래미안,서울특별시,도봉구,창동,45,서울 도봉구 노해로66길 21,"1,668세대",18개동,1992년 07월
506,삼성,서울특별시,마포구,도화동,550,서울 마포구 도화4길 62,982세대,14개동,1997년 05월
507,삼성,서울특별시,송파구,오금동,160,서울 송파구 문정로 195,215세대,2개동,1989년 05월
508,당산삼성2차,서울특별시,영등포구,당산동4가,94-1,서울 영등포구 ,392세대,4개동,1997년 09월
509,삼성래미안,서울특별시,영등포구,신길동,4934,서울 영등포구 가마산로79길 7,"1,213세대",13개동,2001년 06월
512,삼성1차,서울특별시,광진구,광장동,561,서울 광진구 아차산로70길 17-17,165세대,1개동,1987년 12월
513,삼성2차,서울특별시,광진구,광장동,453-1,서울 광진구 아차산로 544,195세대,2개동,1989년 02월
514,경남아너스빌,서울특별시,영등포구,영등포동7가,46-1,서울 영등포구 영등포로37길 23,600세대,8개동,1998년 11월
516,관음삼성,서울특별시,강서구,염창동,268,서울 강서구 양천로 656,350세대,3개동,1997년 08월
517,삼성꽃마을,서울특별시,강서구,방화동,858,서울 강서구 양천로18길 27,206세대,3개동,1997년 10월
521,삼성하나로,서울특별시,강서구,염창동,248-3,서울 강서구 양천로73길 5,178세대,1개동,1994년 02월
522,한마음삼성,서울특별시,강서구,염창동,244-2,서울 강서구 양천로 637,330세대,5개동,1995년 07월
523,삼성한아름,서울특별시,강서구,염창동,264-27,서울 강서구 양천로 686-5,140세대,1개동,1993년 07월
528,삼익,서울특별시,서초구,방배동,1018-1,서울 서초구 효령로34길 59,408세대,4개동,1982년 05월
529,삼익,서울특별시,성북구,안암동3가,135,서울 성북구 인촌로7다길 23,204세대,3개동,1983년 06월
530,가락삼익맨숀,서울특별시,송파구,송파동,166,서울 송파구 오금로 252,936세대,14개동,1984년 12월
531,목동삼익,서울특별시,양천구,목동,933,서울 양천구 목동동로12길 45,277세대,3개동,1997년 06월
532,삼익,서울특별시,영등포구,당산동3가,394,서울 영등포구 국회대로 552,176세대,2개동,1979년 05월
533,삼익,서울특별시,영등포구,여의도동,51,서울 영등포구 국제금융로 109,360세대,4개동,1974년 10월
534,삼익,서울특별시,용산구,이촌동,300-301,서울 용산구 이촌로 260,252세대,2개동,1979년 12월
539,삼익,서울특별시,강남구,수서동,708,서울 강남구 광평로51길 27,645세대,5개동,1992년 10월
540,삼익,서울특별시,강남구,청담동,134-18,서울 강남구 학동로 609,888세대,12개동,1980년 04월
541,삼익,서울특별시,강동구,천호동,288-5,서울 강동구 상암로12길 13,150세대,1개동,1997년 12월
542,방화4단지,서울특별시,강서구,방화동,831,서울 강서구 방화대로47가길 22,680세대,13개동,1994년 08월
543,삼익,서울특별시,금천구,가산동,234-46,서울 금천구 두산로9길 56,210세대,2개동,1998년 07월
544,삼익,서울특별시,노원구,공릉동,737,서울 노원구 공릉로46길 28,845세대,8개동,1995년 09월
546,신촌삼익,서울특별시,마포구,신수동,450,서울 마포구 신수로 105,391세대,4개동,1997년 04월
547,삼익선경,서울특별시,노원구,하계동,255-1,서울 노원구 노원로 214,396세대,6개동,1993년 06월
549,삼익가든,서울특별시,강동구,명일동,270,서울 강동구 상암로 214,768세대,10개동,1984년 11월
553,삼익세라믹,서울특별시,도봉구,방학동,274,서울 도봉구 도당로 37,476세대,4개동,1988년 07월
554,삼익세라믹,서울특별시,도봉구,쌍문동,56,서울 도봉구 해등로 169,"1,541세대",14개동,1988년 12월
555,삼익파크맨숀,서울특별시,강동구,길동,54,서울 강동구 명일로 293,"1,092세대",12개동,1982년 09월
558,삼천리,서울특별시,구로구,오류동,340,서울 구로구 경인로8길 75,423세대,4개동,1998년 11월
559,삼풍,서울특별시,서초구,서초동,1685,서울 서초구 서초중앙로 200,"2,390세대",24개동,1988년 07월
564,삼호,서울특별시,구로구,개봉동,471,서울 구로구 남부순환로95길 16,369세대,2개동,1996년 12월
565,상도삼호,서울특별시,동작구,상도동,408,서울 동작구 상도로 399,682세대,5개동,1994년 02월
566,북가좌삼호,서울특별시,서대문구,북가좌동,449,서울 서대문구 거북골로 154,616세대,4개동,1996년 02월
567,양평삼호,서울특별시,영등포구,양평동3가,66,서울 영등포구 선유동1로 71,213세대,1개동,1998년 05월
568,가든맨션3차,서울특별시,서초구,반포동,32-8,서울 서초구 서초중앙로 206,424세대,6개동,1982년 11월
570,삼호가든맨션5차,서울특별시,서초구,반포동,30-1,서울 서초구 서초중앙로 242,168세대,3개동,1986년 02월
576,삼환,서울특별시,구로구,개봉동,470,서울 구로구 남부순환로95길 54,783세대,6개동,1995년 11월
577,삼환도봉,서울특별시,도봉구,도봉동,87,서울 도봉구 도봉로180길 6-119,660세대,4개동,1987년 10월
578,가락삼환,서울특별시,송파구,가락동,176,서울 송파구 오금로 432,648세대,9개동,1985년 06월
579,삼환,서울특별시,영등포구,신길동,897-1,서울 영등포구 여의대방로43라길 9,"1,174세대",11개동,1997년 05월
580,영등포삼환,서울특별시,영등포구,영등포동8가,76-1,서울 영등포구 ,520세대,7개동,1999년 05월
588,상록수,서울특별시,강남구,일원동,734,서울 강남구 광평로10길 15,740세대,22개동,1993년 03월
594,사당휴먼시아,서울특별시,동작구,사당동,1154,서울 동작구 사당로16길 96,480세대,8개동,2009년 03월
595,경남롯데상아,서울특별시,노원구,중계동,505,서울 노원구 섬밭로 263,"1,890세대",15개동,1989년 06월
597,상아2차,서울특별시,강남구,삼성동,19-4,서울 강남구 삼성로 649,478세대,4개동,1981년 11월
598,상아2차,서울특별시,송파구,오금동,165,서울 송파구 오금로 407,750세대,6개동,1988년 11월
600,상우,서울특별시,구로구,개봉동,473,서울 구로구 남부순환로97길 50,188세대,2개동,1997년 12월
603,엠브이,서울특별시,서초구,반포동,46,서울 서초구 고무래로10길 39,154세대,1개동,1994년 07월
607,샘터마을,서울특별시,강남구,일원동,718,서울 강남구 일원로 120,628세대,9개동,1994년 02월
613,치현마을서광,서울특별시,강서구,방화동,860,서울 강서구 양천로27길 129,284세대,5개동,1998년 08월
614,서광,서울특별시,노원구,월계동,922,서울 노원구 마들로1길 44,274세대,4개동,1994년 10월
615,서울,서울특별시,영등포구,여의도동,21-1,서울 영등포구 여의나루로 121,192세대,2개동,1976년 09월
616,서울가든,서울특별시,구로구,고척동,141-1,서울 구로구 중앙로5길 62,715세대,5개동,1989년 07월
617,서울가든,서울특별시,도봉구,도봉동,555,서울 도봉구 도봉산길 35,348세대,3개동,1987년 07월
618,서울가든,서울특별시,동대문구,휘경동,49-5,서울 동대문구 겸재로 24,160세대,1개동,1985년 12월
621,유원서초,서울특별시,서초구,서초동,1687,서울 서초구 서초중앙로24길 43,590세대,4개동,1993년 11월
631,석탑,서울특별시,강남구,삼성동,3-3,서울 강남구 학동로 412,139세대,1개동,1996년 04월
635,"선경1,2차",서울특별시,강남구,대치동,506,서울 강남구 삼성로 151,"1,034세대",12개동,1983년 12월
